Recipe Name,Recipe ID,Sub-Recipe 1 Name,Sub-Recipe 1 ID,Sub-Recipe 1 Quantity,Sub-Recipe 1 UOM,Sub-Recipe 1 Recipe Categories,Sub-Recipe 2 Name,Sub-Recipe 2 ID,Sub-Recipe 2 Quantity,Sub-Recipe 2 UOM,Sub-Recipe 2 Recipe Categories,Sub-Recipe 3 Name,Sub-Recipe 3 ID,Sub-Recipe 3 Quantity,Sub-Recipe 3 UOM,Sub-Recipe 3 Recipe Categories,Sub-Recipe 4 Name,Sub-Recipe 4 ID,Sub-Recipe 4 Quantity,Sub-Recipe 4 UOM,Sub-Recipe 4 Recipe Categories,Ingredient,Ingredient ID,Gross Ingredient Qty,Net Ingredient Qty,Ingredient UOM,Ingredient Allergen Type,Sub Allergen Type,Sub-Recipe Yield %,Qty Converted to Weight,Qty Unit
Almonds - Garlic & Black Pepper Toasted Almonds,SUB-013553-4-001,,,,,,,,,,,,,,,,,,,,,"FA-DE Almond, Sliced, Blanched /Mandeln, geschnitten, blanchiert",SPI-00-139147-5,7.94,7.94,grams,"MANDELN, SCHALENFRÜCHTE",,,7.94,grams
Almonds - Garlic & Black Pepper Toasted Almonds,SUB-013553-4-001,,,,,,,,,,,,,,,,,,,,,"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,0.57,0.57,grams,,,,0.57,grams
Almonds - Garlic & Black Pepper Toasted Almonds,SUB-013553-4-001,,,,,,,,,,,,,,,,,,,,,"FA-DE Spice, Garlic Granulated /Gewürz, Knoblauch granuliert",SPI-00-139353-5,0.28,0.28,grams,,,,0.28,grams
Almonds - Garlic & Black Pepper Toasted Almonds,SUB-013553-4-001,,,,,,,,,,,,,,,,,,,,,"FA-DE Spice, Black Pepper, Ground /Gewürz, schwarzer Pfeffer, gemahlen",SPI-00-139334-5,0.07,0.07,grams,,,,0.07,grams
Almonds - Garlic & Black Pepper Toasted Almonds,SUB-013553-4-001,,,,,,,,,,,,,,,,,,,,,"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,0.06,0.06,grams,,,,0.06,grams
Bacon Chicken Casserole,SUB-013488-4-001,Shredded Ranch Chicken (Loaded Bacon & Spinach),SUB-013487-4-001,94.15,grams,"BLAST CHILLER, HOT SHREDDER, MARINADE, OVEN",,,,,,,,,,,,,,,,"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,7.53,7.53,grams,,,0.71477,7.53,grams
Bacon Chicken Casserole,SUB-013488-4-001,Shredded Ranch Chicken (Loaded Bacon & Spinach),SUB-013487-4-001,94.15,grams,"BLAST CHILLER, HOT SHREDDER, MARINADE, OVEN",DRY Ranch Seasoning,SUB-013480-4-001,3.63,grams,"HAND MIX, SPICE PORTIONING",,,,,,,,,,,"FA-DE Spice, Buttermilk Powder/Gewürz, Buttermilchpulver",SPI-00-151139-5,2.24,2.24,grams,MILCH (EINSCHLIESSLICH LAKTOSE),,0.97982,2.24,grams
Bacon Chicken Casserole,SUB-013488-4-001,Shredded Ranch Chicken (Loaded Bacon & Spinach),SUB-013487-4-001,94.15,grams,"BLAST CHILLER, HOT SHREDDER, MARINADE, OVEN",DRY Ranch Seasoning,SUB-013480-4-001,3.63,grams,"HAND MIX, SPICE PORTIONING",,,,,,,,,,,"FA-DE Spice, Garlic Granulated /Gewürz, Knoblauch granuliert",SPI-00-139353-5,0.47,0.47,grams,,,0.97982,0.47,grams
Bacon Chicken Casserole,SUB-013488-4-001,Shredded Ranch Chicken (Loaded Bacon & Spinach),SUB-013487-4-001,94.15,grams,"BLAST CHILLER, HOT SHREDDER, MARINADE, OVEN",DRY Ranch Seasoning,SUB-013480-4-001,3.63,grams,"HAND MIX, SPICE PORTIONING",,,,,,,,,,,"FA-DE Spice, Onion Granulated /Gewürze, Zwiebeln granuliert",SPI-00-139370-5,0.41,0.41,grams,,,0.97982,0.41,grams
Bacon Chicken Casserole,SUB-013488-4-001,Shredded Ranch Chicken (Loaded Bacon & Spinach),SUB-013487-4-001,94.15,grams,"BLAST CHILLER, HOT SHREDDER, MARINADE, OVEN",DRY Ranch Seasoning,SUB-013480-4-001,3.63,grams,"HAND MIX, SPICE PORTIONING",,,,,,,,,,,"FA-DE Spice, Black Pepper, Ground /Gewürz, schwarzer Pfeffer, gemahlen",SPI-00-139334-5,0.24,0.24,grams,,,0.97982,0.24,grams
Bacon Chicken Casserole,SUB-013488-4-001,Shredded Ranch Chicken (Loaded Bacon & Spinach),SUB-013487-4-001,94.15,grams,"BLAST CHILLER, HOT SHREDDER, MARINADE, OVEN",DRY Ranch Seasoning,SUB-013480-4-001,3.63,grams,"HAND MIX, SPICE PORTIONING",,,,,,,,,,,"FA-DE Spice, Dill Dried /Gewürz, Dill getrocknet",SPI-00-139349-5,0.15,0.15,grams,,,0.97982,0.15,grams
Bacon Chicken Casserole,SUB-013488-4-001,Shredded Ranch Chicken (Loaded Bacon & Spinach),SUB-013487-4-001,94.15,grams,"BLAST CHILLER, HOT SHREDDER, MARINADE, OVEN",DRY Ranch Seasoning,SUB-013480-4-001,3.63,grams,"HAND MIX, SPICE PORTIONING",,,,,,,,,,,"FA-DE Chives, Dried /Schnittlauch, getrocknet",SPI-00-139322-5,0.15,0.15,grams,,,0.97982,0.15,grams
Bacon Chicken Casserole,SUB-013488-4-001,Shredded Ranch Chicken (Loaded Bacon & Spinach),SUB-013487-4-001,94.15,grams,"BLAST CHILLER, HOT SHREDDER, MARINADE, OVEN",DRY Ranch Seasoning,SUB-013480-4-001,3.63,grams,"HAND MIX, SPICE PORTIONING",,,,,,,,,,,"FA-DE Spice, Parsley Dried /Gewürze, getrocknete Petersilie",SPI-00-139374-5,0.06,0.06,grams,,,0.97982,0.06,grams
Bacon Chicken Casserole,SUB-013488-4-001,Shredded Ranch Chicken (Loaded Bacon & Spinach),SUB-013487-4-001,94.15,grams,"BLAST CHILLER, HOT SHREDDER, MARINADE, OVEN",Chicken Thighs - BRINED,SUB-013532-4-001,120.56,grams,UNCATEGORIZED BOM,,,,,,,,,,,"FA-DE Chicken, Thighs, Boneless Skinless /Hähnchen, Oberschenkel, ohne Knochen und ohne Haut",PTN-00-139343-3,120.56,120.56,grams,,,0.4978,120.56,grams
Bacon Chicken Casserole,SUB-013488-4-001,Shredded Ranch Chicken (Loaded Bacon & Spinach),SUB-013487-4-001,94.15,grams,"BLAST CHILLER, HOT SHREDDER, MARINADE, OVEN",Chicken Thighs - BRINED,SUB-013532-4-001,120.56,grams,UNCATEGORIZED BOM,,,,,,,,,,,FA-DE Water / Wasser,OTH-00-144038-5,120.56,120.56,grams,,,0.4978,120.56,grams
Bacon Chicken Casserole,SUB-013488-4-001,Shredded Ranch Chicken (Loaded Bacon & Spinach),SUB-013487-4-001,94.15,grams,"BLAST CHILLER, HOT SHREDDER, MARINADE, OVEN",Chicken Thighs - BRINED,SUB-013532-4-001,120.56,grams,UNCATEGORIZED BOM,,,,,,,,,,,"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,1.06,1.06,grams,,,0.4978,1.06,grams
Bacon Chicken Casserole,SUB-013488-4-001,Bacon Chicken Casserole Cheese Sauce,SUB-013483-4-001,66.04,grams,"BLAST CHILLER, BRAISER, IMMERSION BLENDER, SPICE PORTIONING",,,,,,,,,,,,,,,,"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,6.68,6.68,grams,,,0.92145,6.68,grams
